id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h(resume quality),l(resume quality),call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,15,4,4,6,0,0,0,1,185,1,1,0,1,1,Sarah,f,w,0,1,0,c,a,626,0.11662389,0.72833925,10.287047,0.13984276,0.36563608,9.933725,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,6,0,1,0,1,195,1,1,1,1,1,Tanisha,f,b,1,0,0,c,a,626,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1,some,,0,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,
b,15,4,4,6,0,0,0,1,185,1,1,0,1,1,Emily,f,w,0,1,0,c,a,627,0.95459735,0.042803545,10.276773,0.19744441,0.10937959,9.304468,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,2,7,0,1,0,0,255,3,1,1,1,1,Jill,f,w,1,0,0,c,a,627,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,5,0,0,0,1,329,6,0,0,0,1,Lakisha,f,b,0,1,0,c,a,627,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,6,0,1,0,1,195,1,1,1,1,1,Latonya,f,b,1,0,0,c,a,627,0.014516993,0.97367543,10.565582,0.11620284,0.15647578,9.718663,1,,colp,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,
b,15,4,4,11,0,1,0,0,13,1,1,1,1,0,Neil,m,w,1,0,0,c,a,628,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1,some,hsg,1,,,,,,0.009895923,0.9563556,11.210184,0.0558949,0.41917762,10.712416,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,
b,15,4,6,10,0,0,0,0,25,1,1,1,1,1,Tyrone,m,b,1,0,0,c,a,628,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1,some,hsg,1,,,,,,0.009895923,0.9563556,11.210184,0.0558949,0.41917762,10.712416,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,
b,15,4,4,5,0,1,0,0,316,6,1,1,1,0,Allison,f,w,1,0,0,c,a,629,0.02845714,0.6353186,10.18893,0.200197,0.17214827,9.337942,1,2,colp,1,97,2344,97,2344,0,0.3453595,0.6115502,10.512899,0.14609893,0.4462009,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,4,0,0,0,1,27,1,0,0,1,1,Anne,f,w,0,1,0,c,a,629,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1,2,colp,1,97,2344,97,2344,0,0.3453595,0.6115502,10.512899,0.14609893,0.4462009,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,2,3,0,0,0,0,389,6,1,0,1,0,Kenya,f,b,0,1,0,c,a,629,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1,2,colp,1,97,2344,97,2344,0,0.3453595,0.6115502,10.512899,0.14609893,0.4462009,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,6,4,0,0,0,0,25,1,1,1,1,1,Tamika,f,b,1,0,0,c,a,629,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1,2,colp,1,97,2344,97,2344,0,0.3453595,0.6115502,10.512899,0.14609893,0.4462009,10.1849,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,6,0,0,0,1,27,1,0,0,1,1,Kristen,f,w,0,1,1,c,a,630,0.39759466,0.1801956,9.876219,0.31287277,0.030846862,8.728264,1,some,,1,1432,8504,1432,8504,1,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,4,6,0,0,0,0,34,1,0,0,1,0,Tamika,f,b,0,1,0,c,a,630,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,1,some,,1,1432,8504,1432,8504,1,0.045274884,0.89817643,10.795178,0.030812073,0.59001076,11.07866,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,15,4,2,6,0,0,0,0,13,1,1,0,1,0,Anne,f,w,0,1,0,c,a,631,0.3361651,0.63736963,10.431908,0.108847864,0.40657592,10.412141,1,3,,1,44.4,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,6,0,1,0,0,34,1,1,1,1,0,Ebony,f,b,1,0,0,c,a,631,0.9714688,0.024071502,9.92974,0.17001754,0.14969294,9.321793,1,3,,1,44.4,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,11,0,1,0,0,13,1,1,1,1,0,Jill,f,w,1,0,0,c,a,631,0.014516993,0.97367543,10.565582,0.11620284,0.15647578,9.718663,1,3,,1,44.4,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,2,14,0,0,0,0,21,1,1,0,1,0,Tanisha,f,b,0,1,0,c,a,631,0.049821846,0.84764427,10.3771715,0.09828269,0.4448947,10.201999,1,3,,1,44.4,806,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,Private
b,15,4,4,6,0,1,0,0,313,5,1,1,1,0,Aisha,f,b,1,0,0,c,a,632,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,2,14,0,0,0,0,389,6,1,0,1,0,Allison,f,w,0,1,0,c,a,632,,,,,,,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,2,6,0,0,0,0,389,6,1,0,1,0,Latoya,f,b,0,1,0,c,a,632,0.39759466,0.1801956,9.876219,0.31287277,0.030846862,8.728264,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,4,4,6,0,1,0,0,34,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,632,0.95459735,0.042803545,10.276773,0.19744441,0.10937959,9.304468,1,,,0,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,
b,15,2,3,3,0,1,0,1,387,6,1,0,1,0,Allison,f,w,0,1,0,c,a,633,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,0,,,0,6.3,484,,,0,0.006230256,0.833582,10.515479,0.13342401,0.262636,9.863707,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
b,15,3,3,5,0,1,0,0,379,6,1,0,1,0,Anne,f,w,1,0,0,c,a,633,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,0,,,0,6.3,484,,,0,0.006230256,0.833582,10.515479,0.13342401,0.262636,9.863707,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
b,15,4,4,5,0,1,0,0,13,1,1,1,1,0,Latonya,f,b,1,0,0,c,a,633,0.049821846,0.84764427,10.3771715,0.09828269,0.4448947,10.201999,1,,,0,6.3,484,,,0,0.006230256,0.833582,10.515479,0.13342401,0.262636,9.863707,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
b,15,3,4,6,0,0,0,0,185,1,1,0,1,0,Latoya,f,b,0,1,0,c,a,633,0.21724904,0.49577343,9.965053,0.1972654,0.22342981,9.422949,0,,,0,6.3,484,,,0,0.006230256,0.833582,10.515479,0.13342401,0.262636,9.863707,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Private
b,15,2,2,6,0,0,0,0,189,1,0,0,1,1,Ebony,f,b,0,1,0,c,a,634,0.15995018,0.34776676,9.841772,0.30479863,0.036977284,8.81031,0,,,1,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,
b,15,4,4,6,0,0,0,1,313,5,1,0,1,0,Jill,f,w,0,1,0,c,a,634,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,1,,,1,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,
b,15,4,3,5,1,0,0,1,323,6,1,1,1,1,Keisha,f,b,1,0,0,c,a,634,0.98949564,0.004863125,9.4743185,0.25740963,0.04815378,8.6976795,1,,,1,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,
b,15,4,4,15,0,0,0,1,229,6,1,1,1,1,Laurie,f,w,1,0,0,c,a,634,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1,,,1,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,
b,15,2,3,9,0,1,0,1,387,6,1,0,1,0,Aisha,f,b,0,1,0,c,a,635,0.003418689,0.9049973,10.310918,0.21380211,0.14222752,9.557964,0,7,,1,181,536,,,1,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
b,15,4,2,9,1,0,0,1,313,5,0,0,1,0,Emily,f,w,0,1,0,c,a,635,0.7475549,0.24139924,10.5130625,0.14001812,0.17767084,9.490015,1,7,,1,181,536,,,1,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
b,15,3,3,11,0,0,0,0,313,5,1,1,1,0,Jill,f,w,1,0,0,c,a,635,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,0,7,,1,181,536,,,1,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
b,15,3,4,10,0,1,0,1,313,5,0,1,1,0,Keisha,f,b,1,0,0,c,a,635,0.049821846,0.84764427,10.3771715,0.09828269,0.4448947,10.201999,0,7,,1,181,536,,,1,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
295,15,4,2,6,0,1,0,0,263,4,1,1,1,1,Aisha,f,b,1,0,0,b,s,137,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1,5,,1,22.5,147,,,0,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
295,15,1,3,10,0,0,0,1,27,1,0,0,0,0,Brendan,m,w,0,1,0,b,s,137,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,0,5,,1,22.5,147,,,0,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
380,15,4,4,2,0,1,1,0,267,4,1,1,1,0,Brendan,m,w,1,0,0,b,s,215,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1,some,,0,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
268,15,4,4,2,0,1,1,0,267,4,1,1,1,0,Carrie,f,w,1,0,0,b,s,112,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1,,,0,,,,,0,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Private
319,15,4,3,7,0,0,0,1,274,4,0,0,0,0,Darnell,m,b,0,1,0,b,s,157,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1,,,0,,120,,120,0,0.004237288,0.99109906,10.219173,0.20299008,0.13940412,9.47547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
407,15,4,6,8,0,1,0,0,21,1,1,1,1,0,Ebony,f,b,1,0,0,b,s,239,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1,,,0,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
319,15,4,4,2,0,1,1,0,267,4,1,1,1,0,Geoffrey,m,w,1,0,0,b,s,157,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1,,,0,,120,,120,0,0.004237288,0.99109906,10.219173,0.20299008,0.13940412,9.47547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
407,15,4,3,7,0,0,0,1,274,4,0,0,0,0,Jamal,m,b,0,1,0,b,s,239,0,0.9627329,11.11929,0,0.78012425,11.039749,1,,,0,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
380,15,4,6,8,0,1,0,0,21,1,1,1,1,0,Jamal,m,b,1,0,0,b,s,215,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1,some,,0,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
319,15,4,4,6,0,0,0,0,285,4,1,0,1,0,Jay,m,w,0,1,0,b,s,157,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1,,,0,,120,,120,0,0.004237288,0.99109906,10.219173,0.20299008,0.13940412,9.47547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
363,15,4,5,26,0,0,0,0,13,1,0,0,0,0,Jay,m,w,0,1,0,b,s,198,0.30346343,0.47189152,10.230702,0.18962882,0.11975552,9.334149,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
363,15,4,4,14,0,1,0,0,13,1,1,0,1,1,Jermaine,m,b,1,0,0,b,s,198,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
268,15,4,3,7,0,0,0,1,274,4,0,0,0,0,Jill,f,w,0,1,0,b,s,112,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1,,,0,,,,,0,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Private
363,15,4,4,8,0,0,0,0,13,1,0,0,1,0,Kareem,m,b,0,1,0,b,s,198,0,0.9627329,11.11929,0,0.78012425,11.039749,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
363,15,4,6,18,0,1,0,0,13,1,0,0,1,0,Kristen,f,w,1,0,0,b,s,198,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
295,15,2,3,8,1,0,0,1,263,4,0,0,0,0,Latoya,f,b,0,1,0,b,s,137,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,0,5,,1,22.5,147,,,0,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
380,15,4,4,6,0,0,0,0,285,4,1,0,1,0,Leroy,m,b,0,1,0,b,s,215,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,1,some,,0,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
319,15,4,6,8,0,1,0,0,21,1,1,1,1,0,Leroy,m,b,1,0,0,b,s,157,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,1,,,0,,120,,120,0,0.004237288,0.99109906,10.219173,0.20299008,0.13940412,9.47547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
295,15,4,4,10,1,0,1,1,263,4,0,1,1,0,Neil,m,w,1,0,0,b,s,137,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,1,5,,1,22.5,147,,,0,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
268,15,4,6,8,0,1,0,0,21,1,1,1,1,0,Rasheed,m,b,1,0,0,b,s,112,0.58686215,0.33786622,10.29106,0.18047258,0.1324186,9.40063,1,,,0,,,,,0,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Private
407,15,4,4,6,0,0,0,0,285,4,1,0,1,0,Sarah,f,w,0,1,0,b,s,239,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1,,,0,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
380,15,4,3,7,0,0,0,1,274,4,0,0,0,0,Todd,m,w,0,1,0,b,s,215,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1,some,,0,,,,,,,,,,,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,
407,15,4,4,2,0,1,1,0,267,4,1,1,1,0,Todd,m,w,1,0,0,b,s,239,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1,,,0,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
268,15,4,4,6,0,0,0,0,285,4,1,0,1,0,Tremayne,m,b,0,1,0,b,s,112,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,1,,,0,,,,,0,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Private
b,152,3,5,13,0,0,0,1,307,1,0,1,1,1,Allison,f,w,0,1,0,b,a,637,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,0,some,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,152,4,6,9,0,1,0,1,285,3,1,1,1,0,Anne,f,w,1,0,0,b,a,637,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1,some,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,152,4,1,5,0,1,0,0,379,6,1,1,1,1,Latoya,f,b,1,0,0,b,a,637,0.049823806,0.88361394,10.48369,0.05833986,0.55080265,10.343387,1,some,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,152,4,4,11,0,0,0,0,387,6,0,0,1,1,Tamika,f,b,0,1,0,b,a,637,0.72772217,0.09640764,9.819562,0.23958375,0.08863283,9.081825,1,some,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,153,3,5,13,0,0,0,1,27,1,1,0,1,1,Latonya,f,b,0,1,0,b,a,638,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,0,,,0,,,,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,153,4,6,9,0,1,0,1,285,3,1,1,1,0,Laurie,f,w,1,0,1,b,a,638,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,1,,,0,,,,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,153,3,3,7,0,0,0,1,385,6,1,0,1,1,Meredith,f,w,0,1,1,b,a,638,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,0,,,0,,,,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,153,4,5,14,0,1,0,1,285,3,0,1,1,0,Tamika,f,b,1,0,1,b,a,638,0,0.9627329,11.11929,0,0.78012425,11.039749,1,,,0,,,,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
b,154,3,2,1,0,0,0,1,313,6,0,0,1,1,Emily,f,w,0,1,0,b,a,639,0.18953584,0.66560185,10.342871,0.17312811,0.13605343,9.4743185,0,,,0,,,,,,0.06241574,0.8241402,10.373678,0.11003069,0.32088462,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,5,4,0,0,0,1,443,4,0,0,1,1,Kenya,f,b,0,1,0,b,a,639,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,0,,,0,,,,,,0.06241574,0.8241402,10.373678,0.11003069,0.32088462,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,6,16,0,1,0,1,21,1,1,1,1,1,Kristen,f,w,1,0,0,b,a,639,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,0,,,0,,,,,,0.06241574,0.8241402,10.373678,0.11003069,0.32088462,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,5,26,1,1,0,1,313,6,0,1,1,1,Tanisha,f,b,1,0,0,b,a,639,0.3424815,0.42279226,10.099547,0.19431803,0.27380133,9.654257,0,,,0,,,,,,0.06241574,0.8241402,10.373678,0.11003069,0.32088462,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,156,3,3,4,0,1,0,1,33,1,1,1,1,1,Ebony,f,b,1,0,0,b,a,640,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,2,5,18,0,1,0,0,22,1,0,1,0,0,Emily,f,w,1,0,1,b,a,640,0.43639466,0.3334244,9.967448,0.18040287,0.1447593,9.17378,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,3,5,5,0,0,0,1,264,4,1,0,0,1,Latoya,f,b,0,1,0,b,a,640,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,3,2,2,0,0,0,1,379,6,0,0,1,1,Sarah,f,w,0,1,0,b,a,640,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,157,4,4,7,0,0,0,1,386,6,1,0,0,0,Ebony,f,b,0,1,0,b,a,641,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,1,,,0,16.4,198,,,0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,4,4,8,0,0,0,1,379,6,0,0,1,0,Jill,f,w,0,1,0,b,a,641,0.011417697,0.9559943,10.511049,0.16841103,0.40699333,10.386931,1,,,0,16.4,198,,,0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,3,2,8,0,1,0,0,313,5,1,1,1,1,Kristen,f,w,1,0,0,b,a,641,0,0.9627329,11.11929,0,0.78012425,11.039749,0,,,0,16.4,198,,,0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,4,3,7,0,1,0,1,379,6,0,1,1,1,Tanisha,f,b,1,0,0,b,a,641,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1,,,0,16.4,198,,,0,0.090286106,0.7915025,10.597809,0.08046371,0.5225287,10.567103,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,5,9,0,1,0,1,386,6,0,1,1,1,Emily,f,w,1,0,0,b,a,642,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,6,4,0,0,0,1,264,4,1,0,1,0,Kenya,f,b,0,1,0,b,a,642,0.018669743,0.8738047,10.039984,0.27488542,0.09255943,9.381095,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,3,2,0,0,0,1,13,1,0,0,1,1,Sarah,f,w,0,1,0,b,a,642,0.009224333,0.96591455,10.144078,0.17773129,0.1453947,9.593764,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,3,12,1,1,0,1,387,6,0,1,1,1,Tamika,f,b,1,0,0,b,a,642,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,159,3,3,7,0,0,0,1,385,6,1,0,1,1,Ebony,f,b,0,1,0,b,a,643,0.30346343,0.47189152,10.230702,0.18962882,0.11975552,9.334149,0,some,,0,,,,,0,0.18926018,0.7250901,10.442609,0.119616345,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,2,5,19,0,1,0,0,22,1,0,1,0,0,Kristen,f,w,1,0,0,b,a,643,0.022391992,0.221549,9.614338,0.3561644,0.18756586,9.520982,0,some,,0,,,,,0,0.18926018,0.7250901,10.442609,0.119616345,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,3,2,1,0,0,0,1,313,6,0,0,1,1,Laurie,f,w,0,1,0,b,a,643,0.05473522,0.8104726,9.841985,0.015655577,0.2242187,9.321345,0,some,,0,,,,,0,0.18926018,0.7250901,10.442609,0.119616345,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,3,6,16,0,1,0,1,21,1,1,1,1,1,Tanisha,f,b,1,0,0,b,a,643,0.8991331,0.03651203,9.999252,0.22465636,0.086144954,9.220489,0,some,,0,,,,,0,0.18926018,0.7250901,10.442609,0.119616345,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
a,15b,4,3,7,0,0,0,1,274,4,0,0,0,0,Allison,f,w,0,1,1,b,s,305,0.14484343,0.71607727,9.967776,0.06885808,0.263203,9.643809,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
a,15b,4,4,6,0,0,0,0,285,4,1,0,1,0,Ebony,f,b,0,1,0,b,s,305,0.011153428,0.97551686,10.752698,0.029651795,0.6708379,10.8619175,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
a,15b,4,2,6,0,1,0,1,461,4,1,1,1,0,Kareem,m,b,1,0,0,b,s,305,0.30346343,0.47189152,10.230702,0.18962882,0.11975552,9.334149,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
